experiment,split_mode,variant,seed,train_source,test_source,coverage,accuracy,risk,positive_precision,positive_lift,cutoff_year
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.2,0.6332,0.3668,0.5011,1.3166,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.4,0.6266,0.3734,0.4508,1.1845,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.6,0.6121,0.3879,0.4242,1.1147,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.8,0.6175,0.3825,0.4089,1.0745,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,1.0,0.6211,0.3789,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.1,0.841,0.159,0.6291,1.6531,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.2,0.7547,0.2453,0.5915,1.5543,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.4,0.6872,0.3128,0.5158,1.3553,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6553,0.3447,0.4608,1.2108,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.8,0.6307,0.3693,0.4259,1.119,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,2,bindingdb_raw,chembl_raw,1.0,0.6084,0.3916,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.1,0.8452,0.1548,0.635,1.6685,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.2,0.7514,0.2486,0.5801,1.5244,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.4,0.682,0.318,0.512,1.3453,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.6,0.6487,0.3513,0.4576,1.2024,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.8,0.6235,0.3765,0.4262,1.1198,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,2,bindingdb_raw,chembl_raw,1.0,0.6018,0.3982,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.1,0.9226,0.0774,0.7679,2.0177,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.2,0.8717,0.1283,0.6559,1.7234,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.4,0.8086,0.1914,0.5658,1.4868,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.6,0.7563,0.2437,0.4981,1.3089,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.8,0.7187,0.2813,0.4436,1.1657,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,2,bindingdb_raw,chembl_raw,1.0,0.6778,0.3222,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.1,0.6182,0.3818,0.4676,1.2288,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.2,0.5654,0.4346,0.443,1.1641,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.4,0.5961,0.4039,0.4224,1.1099,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.6,0.6051,0.3949,0.4095,1.076,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.8,0.6054,0.3946,0.403,1.059,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1.0,0.5918,0.4082,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.1,0.6686,0.3314,0.6148,1.6155,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.2,0.666,0.334,0.5658,1.4868,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.4,0.638,0.362,0.495,1.3006,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6256,0.3744,0.4461,1.1722,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.8,0.6033,0.3967,0.4133,1.0861,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1.0,0.5858,0.4142,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.1,0.6737,0.3263,0.6039,1.5868,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.2,0.6542,0.3458,0.5671,1.4902,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.4,0.6382,0.3618,0.5023,1.3199,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.6,0.6212,0.3788,0.4471,1.1747,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.8,0.6045,0.3955,0.4114,1.0811,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,1.0,0.5904,0.4096,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.1,0.8436,0.1564,0.6131,1.6111,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.2,0.7812,0.2188,0.5515,1.4493,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.4,0.7192,0.2808,0.4956,1.3022,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6862,0.3138,0.4532,1.1909,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.8,0.6561,0.3439,0.4207,1.1055,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,1.0,0.6306,0.3694,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.1,0.6653,0.3347,0.4987,1.3105,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.2,0.5629,0.4371,0.4577,1.2027,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.4,0.582,0.418,0.4161,1.0933,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.6,0.5978,0.4022,0.4039,1.0612,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.8,0.5994,0.4006,0.3999,1.0507,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1.0,0.5955,0.4045,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.1,0.6358,0.3642,0.5879,1.5448,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.2,0.6462,0.3538,0.557,1.4636,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.4,0.6416,0.3584,0.4901,1.2879,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6254,0.3746,0.444,1.1666,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6028,0.3972,0.4109,1.0798,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1.0,0.5854,0.4146,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.1,0.6695,0.3305,0.6013,1.5801,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.2,0.639,0.361,0.552,1.4504,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.4,0.6203,0.3797,0.4899,1.2873,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.6,0.6169,0.3831,0.4419,1.1611,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.8,0.6009,0.3991,0.4094,1.0759,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,1.0,0.5822,0.4178,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.1,0.8284,0.1716,0.6241,1.6398,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.2,0.7732,0.2268,0.5486,1.4415,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.4,0.7213,0.2787,0.5008,1.3161,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6836,0.3164,0.4524,1.1887,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6558,0.3442,0.4207,1.1055,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,1.0,0.6316,0.3684,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.1,0.6543,0.3457,0.4886,1.284,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.2,0.5583,0.4417,0.4329,1.1375,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.4,0.5936,0.4064,0.4091,1.0751,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.6,0.6071,0.3929,0.404,1.0616,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.8,0.6048,0.3952,0.3993,1.0494,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,1.0,0.5925,0.4075,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.1,0.6476,0.3524,0.5921,1.5558,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.2,0.65,0.35,0.5482,1.4404,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.4,0.6371,0.3629,0.4895,1.2862,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6247,0.3753,0.4454,1.1703,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.8,0.6027,0.3973,0.4128,1.0847,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,1.0,0.5841,0.4159,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.1,0.6619,0.3381,0.6098,1.6022,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.2,0.6475,0.3525,0.5591,1.4692,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.4,0.6342,0.3658,0.4895,1.2862,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.6,0.618,0.382,0.4486,1.1788,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.8,0.6046,0.3954,0.413,1.0853,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,1.0,0.5877,0.4123,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.1,0.8368,0.1632,0.5938,1.5603,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.2,0.785,0.215,0.549,1.4426,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.4,0.7171,0.2829,0.4985,1.31,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6881,0.3119,0.4565,1.1994,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.8,0.659,0.341,0.421,1.1063,
cross_database_transfer,bindingdb_to_chembl_exact_ligand_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,1.0,0.6274,0.3726,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.1,0.6451,0.3549,0.4861,1.2774,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.2,0.6172,0.3828,0.4518,1.1873,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.4,0.6088,0.3912,0.4241,1.1143,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.6,0.6073,0.3927,0.4166,1.0948,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.8,0.6056,0.3944,0.3983,1.0466,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1.0,0.6013,0.3987,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.1,0.6964,0.3036,0.5955,1.5647,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.2,0.6841,0.3159,0.5612,1.4747,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.4,0.6601,0.3399,0.5042,1.3249,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6382,0.3618,0.4496,1.1814,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.8,0.6071,0.3929,0.4178,1.0977,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1.0,0.5872,0.4128,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.1,0.6552,0.3448,0.5988,1.5735,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.2,0.6588,0.3412,0.565,1.4846,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.4,0.6561,0.3439,0.5023,1.3199,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.6,0.6309,0.3691,0.4545,1.1943,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.8,0.6092,0.3908,0.4179,1.098,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,1.0,0.5886,0.4114,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.1,0.8738,0.1262,0.5828,1.5315,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.2,0.7955,0.2045,0.5406,1.4205,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.4,0.7204,0.2796,0.4931,1.2956,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6866,0.3134,0.4581,1.2038,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.8,0.6536,0.3464,0.425,1.1168,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,1.0,0.6268,0.3732,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.1,0.6484,0.3516,0.4979,1.3083,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.2,0.6029,0.3971,0.4405,1.1574,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.4,0.5999,0.4001,0.4199,1.1033,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.6,0.6054,0.3946,0.4088,1.0741,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.8,0.6029,0.3971,0.401,1.0538,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1.0,0.5986,0.4014,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.1,0.6669,0.3331,0.5913,1.5536,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.2,0.6618,0.3382,0.5616,1.4758,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.4,0.6603,0.3397,0.5063,1.3304,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6285,0.3715,0.4487,1.1792,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6038,0.3962,0.4172,1.0963,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1.0,0.5896,0.4104,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.1,0.6552,0.3448,0.5946,1.5625,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.2,0.6538,0.3462,0.5616,1.4758,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.4,0.6546,0.3454,0.5088,1.3371,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.6,0.6315,0.3685,0.45,1.1825,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.8,0.6065,0.3935,0.4169,1.0955,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,1.0,0.5828,0.4172,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.1,0.8537,0.1463,0.5736,1.5072,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.2,0.7842,0.2158,0.5381,1.4139,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.4,0.7087,0.2913,0.4935,1.2967,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6769,0.3231,0.449,1.1799,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6534,0.3466,0.4223,1.1096,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,1.0,0.6284,0.3716,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.1,0.6459,0.3541,0.492,1.2928,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.2,0.6167,0.3833,0.435,1.143,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.4,0.6081,0.3919,0.4186,1.0999,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.6,0.6116,0.3884,0.4063,1.0675,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.8,0.6095,0.3905,0.4047,1.0635,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,1.0,0.6013,0.3987,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.1,0.6905,0.3095,0.5812,1.5271,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.2,0.6807,0.3193,0.5549,1.4581,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.4,0.6641,0.3359,0.5015,1.3177,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6333,0.3667,0.453,1.1902,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.8,0.6125,0.3875,0.42,1.1035,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,1.0,0.5982,0.4018,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.1,0.6947,0.3053,0.6056,1.5912,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.2,0.6925,0.3075,0.5637,1.4813,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.4,0.6693,0.3307,0.4941,1.2984,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.6,0.6264,0.3736,0.4489,1.1795,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.8,0.5997,0.4003,0.4216,1.1079,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,1.0,0.5801,0.4199,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.1,0.8638,0.1362,0.5711,1.5006,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.2,0.7913,0.2087,0.5545,1.457,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.4,0.7265,0.2735,0.5027,1.321,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6904,0.3096,0.4632,1.2171,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.8,0.6623,0.3377,0.4264,1.1204,
