experiment,split_mode,variant,seed,train_source,test_source,bin,bin_left,bin_right,n,mean_prob,observed_rate,cutoff_year
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,4,0.4,0.5,4533,0.4537,0.3066,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,5,0.5,0.6,4361,0.546,0.4439,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,6,0.6,0.7,1483,0.6312,0.5563,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,7,0.7,0.8,160,0.7342,0.7188,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,3,0.3,0.4,1529,0.3749,0.1916,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,4,0.4,0.5,3948,0.4529,0.3191,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,5,0.5,0.6,4550,0.5447,0.4204,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,6,0.6,0.7,1644,0.6323,0.5608,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,7,0.7,0.8,214,0.7426,0.6308,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0,0.0,0.1,167,0.072,0.006,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,1,0.1,0.2,606,0.1554,0.1287,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,2,0.2,0.3,1446,0.2583,0.2337,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,3,0.3,0.4,2855,0.3521,0.3212,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,4,0.4,0.5,3007,0.4493,0.3991,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,5,0.5,0.6,2314,0.5446,0.4914,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,6,0.6,0.7,1022,0.6403,0.5499,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,7,0.7,0.8,277,0.7394,0.5162,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,8,0.8,0.9,174,0.8434,0.7701,
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,9,0.9,1.0,17,0.9215,0.7647,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,3,0.3,0.4,80,0.3716,0.3875,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,4,0.4,0.5,9000,0.4883,0.3683,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,5,0.5,0.6,2765,0.5261,0.4188,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,6,0.6,0.7,40,0.6128,0.475,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,7,0.7,0.8,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,3,0.3,0.4,1078,0.3785,0.2551,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,4,0.4,0.5,4456,0.4554,0.2998,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,5,0.5,0.6,4789,0.5446,0.4249,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,6,0.6,0.7,1450,0.6323,0.5531,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,7,0.7,0.8,112,0.714,0.6696,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,3,0.3,0.4,992,0.3772,0.2692,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,4,0.4,0.5,4628,0.4573,0.3008,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,5,0.5,0.6,4521,0.544,0.4167,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,6,0.6,0.7,1656,0.6364,0.5652,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,7,0.7,0.8,88,0.712,0.5,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0,0.0,0.1,2,0.0995,0.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,1,0.1,0.2,254,0.1696,0.2126,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,2,0.2,0.3,1637,0.2597,0.2553,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,3,0.3,0.4,3181,0.3525,0.3222,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,4,0.4,0.5,3182,0.4485,0.3853,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,5,0.5,0.6,2306,0.5456,0.4644,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,6,0.6,0.7,919,0.6419,0.5016,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,7,0.7,0.8,236,0.744,0.6059,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,8,0.8,0.9,132,0.8545,0.75,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,9,0.9,1.0,36,0.92,0.7222,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,3,0.3,0.4,79,0.3676,0.3797,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,4,0.4,0.5,9286,0.489,0.3677,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,5,0.5,0.6,2471,0.529,0.429,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,6,0.6,0.7,49,0.6142,0.3878,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,7,0.7,0.8,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,3,0.3,0.4,941,0.3794,0.2487,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,4,0.4,0.5,4702,0.4559,0.3024,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,5,0.5,0.6,4771,0.5449,0.4249,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,6,0.6,0.7,1439,0.6356,0.5664,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,7,0.7,0.8,32,0.7076,0.7812,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,3,0.3,0.4,1069,0.3735,0.2619,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,4,0.4,0.5,4411,0.4574,0.3029,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,5,0.5,0.6,4760,0.5452,0.42,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,6,0.6,0.7,1498,0.6329,0.5401,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,7,0.7,0.8,147,0.7211,0.6735,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0,0.0,0.1,9,0.0912,0.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,1,0.1,0.2,247,0.1698,0.1903,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,2,0.2,0.3,1616,0.2613,0.2463,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,3,0.3,0.4,3336,0.3538,0.3321,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,4,0.4,0.5,3181,0.4488,0.386,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,5,0.5,0.6,2144,0.545,0.4636,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,6,0.6,0.7,964,0.6403,0.5176,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,7,0.7,0.8,254,0.7368,0.6142,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,8,0.8,0.9,114,0.8431,0.6667,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,9,0.9,1.0,20,0.925,0.85,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,3,0.3,0.4,83,0.3726,0.3735,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,4,0.4,0.5,8986,0.4869,0.3677,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,5,0.5,0.6,2765,0.5253,0.4221,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,6,0.6,0.7,51,0.6148,0.4118,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,7,0.7,0.8,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,2,0.2,0.3,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,3,0.3,0.4,909,0.3795,0.2629,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,4,0.4,0.5,4702,0.4548,0.2924,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,5,0.5,0.6,4837,0.5446,0.4339,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,6,0.6,0.7,1435,0.6295,0.5631,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,7,0.7,0.8,2,0.7004,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,2,0.2,0.3,1,0.298,0.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,3,0.3,0.4,1034,0.376,0.2872,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,4,0.4,0.5,4547,0.4563,0.2947,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,5,0.5,0.6,4672,0.5443,0.4182,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,6,0.6,0.7,1542,0.636,0.5668,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,7,0.7,0.8,89,0.7111,0.6517,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0,0.0,0.1,3,0.074,0.3333,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,1,0.1,0.2,263,0.1712,0.1673,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,2,0.2,0.3,1504,0.258,0.2666,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,3,0.3,0.4,3155,0.3533,0.3068,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,4,0.4,0.5,3391,0.4487,0.3825,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,5,0.5,0.6,2275,0.5443,0.4862,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,6,0.6,0.7,876,0.6389,0.4932,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,7,0.7,0.8,257,0.7389,0.6187,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,8,0.8,0.9,134,0.8409,0.7015,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,9,0.9,1.0,27,0.9197,0.7778,
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,2,0.2,0.3,4,0.2959,0.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,3,0.3,0.4,307,0.3777,0.241,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,4,0.4,0.5,1497,0.4658,0.2639,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,5,0.5,0.6,2683,0.5134,0.3183,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,6,0.6,0.7,12,0.6183,0.3333,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,3,0.2917,0.3333,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,1256,0.3793,0.1959,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,4,0.4,0.5,2317,0.4393,0.29,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,5,0.5,0.6,768,0.5412,0.4036,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,6,0.6,0.7,153,0.6406,0.6144,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,7,0.7,0.8,6,0.7239,0.6667,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,3,0.3,0.4,1014,0.3827,0.1953,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,4,0.4,0.5,2515,0.4386,0.2811,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,5,0.5,0.6,756,0.5404,0.3823,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,6,0.6,0.7,209,0.6435,0.6172,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,7,0.7,0.8,9,0.7131,0.4444,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,1,0.0805,0.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,59,0.1675,0.2203,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,419,0.2641,0.2148,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,1306,0.3548,0.2044,2005.0
